,mac,rssi,timestamp,name,seq,scanner_ip
2818,d9:85:d9:1c:55:29,-91,1741727786376,Unknown,37203,10.26.2.134
2819,7f:5c:7c:60:b2:fa,-87,1741727786414,Unknown,36398,10.26.2.133
2820,79:92:7e:cb:3f:eb,-71,1741727786427,Unknown,36399,10.26.2.133
2821,cd:ab:71:16:ff:00,-57,1741727785697,Unknown,37700,10.26.2.166
2822,6b:1e:4f:4d:fa:64,-90,1741727786386,Unknown,37204,10.26.2.134
2823,7f:5c:7c:60:b2:fa,-87,1741727786232,Unknown,36251,10.26.2.131
2824,d9:85:d9:1c:55:29,-91,1741727786376,Unknown,37203,10.26.2.134
2825,cd:ab:71:16:ff:00,-68,1741727786228,Unknown,36250,10.26.2.131
2826,79:92:7e:cb:3f:eb,-69,1741727786244,Unknown,36252,10.26.2.131
2827,7f:5c:7c:60:b2:fa,-87,1741727785700,Unknown,37701,10.26.2.166
2828,7f:5c:7c:60:b2:fa,-87,1741727786414,Unknown,36398,10.26.2.133
2829,cd:ab:71:16:ff:00,-57,1741727785697,Unknown,37700,10.26.2.166
2830,cd:ab:71:16:ff:00,-74,1741727786387,Unknown,37205,10.26.2.134
2831,79:92:7e:cb:3f:eb,-59,1741727786401,Unknown,37206,10.26.2.134
2832,79:92:7e:cb:3f:eb,-71,1741727786427,Unknown,36399,10.26.2.133
2833,57:9a:5b:84:96:c1,-59,1741727786404,Unknown,37207,10.26.2.134
2834,53:df:41:06:3b:b4,-65,1741727785712,Unknown,37702,10.26.2.166
2835,6b:1e:4f:4d:fa:64,-90,1741727786386,Unknown,37204,10.26.2.134
2836,7f:5c:7c:60:b2:fa,-87,1741727786232,Unknown,36251,10.26.2.131
2837,79:92:7e:cb:3f:eb,-69,1741727786244,Unknown,36252,10.26.2.131
2838,7f:5c:7c:60:b2:fa,-87,1741727785700,Unknown,37701,10.26.2.166
2839,cd:ab:71:16:ff:00,-74,1741727786387,Unknown,37205,10.26.2.134
2840,79:92:7e:cb:3f:eb,-59,1741727786401,Unknown,37206,10.26.2.134
2841,53:df:41:06:3b:b4,-65,1741727785712,Unknown,37702,10.26.2.166
2842,57:9a:5b:84:96:c1,-59,1741727786404,Unknown,37207,10.26.2.134
2843,79:92:7e:cb:3f:eb,-62,1741727785714,Unknown,37703,10.26.2.166
2844,57:9a:5b:84:96:c1,-62,1741727785780,Unknown,37704,10.26.2.166
2845,57:9a:5b:84:96:c1,-72,1741727786495,Unknown,36400,10.26.2.133
2846,80:c3:ba:12:24:67,-70,1741727786470,Unknown,37208,10.26.2.134
2847,7d:ef:fe:22:87:51,-65,1741727785794,Unknown,37705,10.26.2.166
2848,7d:ef:fe:22:87:51,-62,1741727786485,Unknown,37209,10.26.2.134
2849,51:02:11:6a:65:e4,-79,1741727786497,Unknown,36401,10.26.2.133
2850,6b:1e:4f:4d:fa:64,-86,1741727786108,Unknown,36278,10.26.2.196
2851,79:03:7c:09:8f:9c,-74,1741727786109,Unknown,36279,10.26.2.196
2852,57:9a:5b:84:96:c1,-69,1741727786008,Unknown,36253,10.26.2.131
2853,c1:06:9c:02:4d:2d,-81,1741727786157,Unknown,36280,10.26.2.196
2854,51:02:11:6a:65:e4,-84,1741727786159,Unknown,36281,10.26.2.196
2855,58:bc:2f:43:e2:89,-76,1741727786499,Unknown,36402,10.26.2.133
2856,53:c7:96:20:10:c3,-69,1741727786010,LE-Bose NC 700 HP,36254,10.26.2.131
2857,51:02:11:6a:65:e4,-79,1741727786497,Unknown,36401,10.26.2.133
2858,4e:44:92:b9:90:45,-72,1741727786519,Unknown,36403,10.26.2.133
2859,58:bc:2f:43:e2:89,-66,1741727786161,Unknown,36282,10.26.2.196
2860,c1:06:9c:02:4d:2d,-82,1741727786045,Unknown,36255,10.26.2.131
2861,4c:13:81:7b:36:5e,-87,1741727786528,Unknown,36404,10.26.2.133
2862,6b:39:48:3c:55:5b,-71,1741727786530,Unknown,36405,10.26.2.133
2863,6b:39:48:3c:55:5b,-62,1741727786506,Unknown,37210,10.26.2.134
2864,2d:33:0c:90:44:01,-87,1741727786180,Unknown,36283,10.26.2.196
2865,51:02:11:6a:65:e4,-91,1741727786048,Unknown,36256,10.26.2.131
2866,12:8c:1b:8b:d2:fb,-86,1741727786182,Unknown,36284,10.26.2.196
2867,80:c3:ba:12:24:67,-69,1741727786193,SW02,36285,10.26.2.196
2868,58:bc:2f:43:e2:89,-71,1741727786050,Unknown,36257,10.26.2.131
2869,7d:ef:fe:22:87:51,-64,1741727786061,Unknown,36258,10.26.2.131
2870,12:8c:1b:8b:d2:fb,-89,1741727786070,Unknown,36259,10.26.2.131
2871,80:c3:ba:12:24:67,-70,1741727785880,Unknown,37706,10.26.2.166
2872,37:5c:85:ff:93:1f,-86,1741727786575,Unknown,37211,10.26.2.134
2873,80:c3:ba:12:24:67,-74,1741727786147,Unknown,36260,10.26.2.131
2874,53:df:41:06:3b:b4,-65,1741727786578,Unknown,37212,10.26.2.134
2875,5b:c6:bf:32:be:cc,-60,1741727786580,Unknown,37213,10.26.2.134
2876,37:5c:85:ff:93:1f,-86,1741727786575,Unknown,37211,10.26.2.134
2877,80:c3:ba:12:24:67,-70,1741727785880,Unknown,37706,10.26.2.166
2878,41:88:49:13:56:ce,-62,1741727786155,Unknown,36261,10.26.2.131
2879,80:c3:ba:12:24:67,-74,1741727786147,Unknown,36260,10.26.2.131
2880,53:df:41:06:3b:b4,-65,1741727786578,Unknown,37212,10.26.2.134
2881,80:c3:ba:12:24:67,-70,1741727786595,Unknown,36406,10.26.2.133
2882,41:88:49:13:56:ce,-60,1741727786264,Unknown,36286,10.26.2.196
2883,5b:c6:bf:32:be:cc,-60,1741727786580,Unknown,37213,10.26.2.134
2884,5b:c6:bf:32:be:cc,-71,1741727786604,Unknown,36407,10.26.2.133
2885,80:c3:ba:12:24:67,-70,1741727786595,Unknown,36406,10.26.2.133
2886,41:88:49:13:56:ce,-62,1741727786155,Unknown,36261,10.26.2.131
2887,41:88:49:13:56:ce,-60,1741727786264,Unknown,36286,10.26.2.196
2888,5b:c6:bf:32:be:cc,-71,1741727786604,Unknown,36407,10.26.2.133
2889,80:c3:ba:12:24:13,-69,1741727786266,Unknown,36287,10.26.2.196
2890,5a:e0:43:b4:79:2e,-65,1741727786634,Unknown,36408,10.26.2.133
2891,5b:c6:bf:32:be:cc,-65,1741727785889,Unknown,37707,10.26.2.166
2892,65:cb:df:35:93:7a,-62,1741727786582,Unknown,37214,10.26.2.134
2893,5b:c6:bf:32:be:cc,-66,1741727786268,Unknown,36288,10.26.2.196
2894,65:cb:df:35:93:7a,-60,1741727786270,Unknown,36289,10.26.2.196
2895,79:03:7c:09:8f:9c,-66,1741727786606,Unknown,37215,10.26.2.134
2896,40:e0:82:56:b4:ca,-54,1741727786608,Unknown,37216,10.26.2.134
2897,5b:c6:bf:32:be:cc,-62,1741727786156,Unknown,36262,10.26.2.131
2898,79:03:7c:09:8f:9c,-62,1741727785920,Unknown,37708,10.26.2.166
2899,65:cb:df:35:93:7a,-61,1741727786159,Unknown,36263,10.26.2.131
2900,79:92:7e:cb:3f:eb,-58,1741727786161,Unknown,36264,10.26.2.131
2901,79:03:7c:09:8f:9c,-66,1741727786181,Unknown,36265,10.26.2.131
2902,40:e0:82:56:b4:ca,-66,1741727786183,Unknown,36266,10.26.2.131
2903,57:9a:5b:84:96:c1,-65,1741727786363,Unknown,36290,10.26.2.196
2904,4a:0a:0a:7e:8e:17,-86,1741727786376,Unknown,36291,10.26.2.196
2905,53:18:3d:ff:31:f6,-58,1741727786378,Unknown,36292,10.26.2.196
2906,53:18:3d:ff:31:f6,-69,1741727786712,Unknown,36409,10.26.2.133
2907,49:cd:60:a6:b1:c5,-62,1741727786722,Unknown,36410,10.26.2.133
2908,dd:7a:96:e8:22:d8,-66,1741727786725,Unknown,36411,10.26.2.133
2909,5a:e0:43:b4:79:2e,-61,1741727785985,Unknown,37709,10.26.2.166
2910,53:18:3d:ff:31:f6,-66,1741727786006,Unknown,37710,10.26.2.166
2911,53:18:3d:ff:31:f6,-58,1741727786378,Unknown,36292,10.26.2.196
2912,dd:7a:96:e8:22:d8,-68,1741727786009,Unknown,37711,10.26.2.166
2913,53:18:3d:ff:31:f6,-56,1741727786686,Unknown,37217,10.26.2.134
2914,49:cd:60:a6:b1:c5,-62,1741727786722,Unknown,36410,10.26.2.133
2915,dd:7a:96:e8:22:d8,-66,1741727786725,Unknown,36411,10.26.2.133
2916,5a:e0:43:b4:79:2e,-61,1741727785985,Unknown,37709,10.26.2.166
2917,53:18:3d:ff:31:f6,-66,1741727786006,Unknown,37710,10.26.2.166
2918,dd:7a:96:e8:22:d8,-68,1741727786009,Unknown,37711,10.26.2.166
2919,53:18:3d:ff:31:f6,-56,1741727786686,Unknown,37217,10.26.2.134
2920,5a:e0:43:b4:79:2e,-66,1741727786251,Unknown,36267,10.26.2.131
2921,80:c3:ba:12:24:13,-62,1741727786265,Unknown,36268,10.26.2.131
2922,49:cd:60:a6:b1:c5,-58,1741727786698,Unknown,37218,10.26.2.134
2923,53:18:3d:ff:31:f6,-62,1741727786266,Unknown,36269,10.26.2.131
2924,dd:7a:96:e8:22:d8,-76,1741727786700,Unknown,37219,10.26.2.134
2925,6e:b6:12:49:04:9c,-90,1741727786273,Unknown,36270,10.26.2.131
2926,49:cd:60:a6:b1:c5,-68,1741727786276,Unknown,36271,10.26.2.131
2927,dd:7a:96:e8:22:d8,-60,1741727786277,Unknown,36272,10.26.2.131
2928,6e:b6:12:49:04:9c,-88,1741727786463,Unknown,36293,10.26.2.196
2929,2a:bd:62:8e:84:bf,-88,1741727786801,Unknown,36412,10.26.2.133
2930,79:03:7c:09:8f:9c,-71,1741727786814,Unknown,36413,10.26.2.133
2931,2a:bd:62:8e:84:bf,-82,1741727786352,Unknown,36273,10.26.2.131
2932,2a:bd:62:8e:84:bf,-84,1741727786465,Unknown,36294,10.26.2.196
2933,40:e0:82:56:b4:ca,-64,1741727786820,Unknown,36414,10.26.2.133
2934,40:e0:82:56:b4:ca,-82,1741727786482,Unknown,36295,10.26.2.196
2935,23:ec:9c:a8:32:7b,-91,1741727786824,Unknown,36415,10.26.2.133
2936,57:c7:a8:f4:28:96,-92,1741727786099,Unknown,37712,10.26.2.166
2937,40:e0:82:56:b4:ca,-69,1741727786105,Unknown,37713,10.26.2.166
2938,40:e0:82:56:b4:ca,-82,1741727786482,Unknown,36295,10.26.2.196
2939,40:e0:82:56:b4:ca,-64,1741727786820,Unknown,36414,10.26.2.133
2940,23:ec:9c:a8:32:7b,-91,1741727786824,Unknown,36415,10.26.2.133
2941,57:c7:a8:f4:28:96,-92,1741727786099,Unknown,37712,10.26.2.166
2942,40:e0:82:56:b4:ca,-69,1741727786105,Unknown,37713,10.26.2.166
2943,6b:39:48:3c:55:5b,-66,1741727786355,Unknown,36274,10.26.2.131
2944,23:ec:9c:a8:32:7b,-89,1741727786374,Unknown,36275,10.26.2.131
2945,77:bc:a9:66:ff:e2,-55,1741727786574,Unknown,36296,10.26.2.196
2946,77:bc:a9:66:ff:e2,-60,1741727786195,Unknown,37714,10.26.2.166
2947,fe:bd:65:5d:62:a1,-83,1741727786919,Unknown,36416,10.26.2.133
2948,5a:e0:43:b4:79:2e,-66,1741727786197,Unknown,37715,10.26.2.166
2949,5a:e0:43:b4:79:2e,-55,1741727786576,Unknown,36297,10.26.2.196
2950,fe:bd:65:5d:62:a1,-74,1741727786582,Unknown,36298,10.26.2.196
2951,77:bc:a9:66:ff:e2,-72,1741727786458,Unknown,36276,10.26.2.131
2952,39:ed:c3:aa:06:c4,-85,1741727786882,Unknown,37220,10.26.2.134
2953,4c:4f:28:51:aa:5c,-58,1741727786595,Unknown,36299,10.26.2.196
2954,5a:e0:43:b4:79:2e,-64,1741727786887,Unknown,37221,10.26.2.134
2955,fe:bd:65:5d:62:a1,-79,1741727786203,Unknown,37716,10.26.2.166
2956,34:10:4a:7e:96:a6,-87,1741727786891,Unknown,37222,10.26.2.134
2957,80:c3:ba:12:24:13,-83,1741727786211,Unknown,37717,10.26.2.166
2958,77:bc:a9:66:ff:e2,-72,1741727786458,Unknown,36276,10.26.2.131
2959,cf:6d:3d:28:30:72,-61,1741727786597,Unknown,36300,10.26.2.196
2960,39:ed:c3:aa:06:c4,-85,1741727786460,Unknown,36277,10.26.2.131
2961,fe:bd:65:5d:62:a1,-77,1741727786895,Unknown,37223,10.26.2.134
2962,4c:4f:28:51:aa:5c,-69,1741727786214,Unknown,37718,10.26.2.166
2963,44:5e:cd:0f:db:41,-69,1741727786217,Razer Stereo,37719,10.26.2.166
2964,44:5e:cd:0f:db:41,-64,1741727786931,Razer Stereo,36417,10.26.2.133
2965,cf:6d:3d:28:30:72,-75,1741727786907,Unknown,37224,10.26.2.134
2966,cf:6d:3d:28:30:72,-67,1741727786933,Unknown,36418,10.26.2.133
2967,4c:4f:28:51:aa:5c,-59,1741727786477,Unknown,36278,10.26.2.131
2968,c1:06:9c:02:4d:2d,-87,1741727786225,Unknown,37720,10.26.2.166
2969,57:58:9d:76:05:c3,-62,1741727786682,Unknown,36301,10.26.2.196
2970,40:bb:ce:a2:7b:fe,-83,1741727786703,3d0dc6dc,36302,10.26.2.196
2971,57:58:9d:76:05:c3,-68,1741727786570,Unknown,36279,10.26.2.131
2972,80:c3:ba:12:24:67,-71,1741727786293,Unknown,37721,10.26.2.166
2973,40:bb:ce:a2:7b:fe,-78,1741727786574,3d0dc6dc,36280,10.26.2.131
2974,40:e0:82:56:b4:ca,-74,1741727786295,Unknown,37722,10.26.2.166
2975,80:c3:ba:12:24:67,-71,1741727786293,Unknown,37721,10.26.2.166
2976,57:58:9d:76:05:c3,-68,1741727786570,Unknown,36279,10.26.2.131
2977,40:bb:ce:a2:7b:fe,-78,1741727786574,3d0dc6dc,36280,10.26.2.131
2978,40:bb:ce:a2:7b:fe,-85,1741727786306,3d0dc6dc,37723,10.26.2.166
2979,12:8c:1b:8b:d2:fb,-85,1741727787028,Unknown,36419,10.26.2.133
2980,40:e0:82:56:b4:ca,-74,1741727786295,Unknown,37722,10.26.2.166
2981,12:8c:1b:8b:d2:fb,-84,1741727786314,Unknown,37724,10.26.2.166
2982,12:8c:1b:8b:d2:fb,-85,1741727787028,Unknown,36419,10.26.2.133
2983,40:bb:ce:a2:7b:fe,-85,1741727786306,3d0dc6dc,37723,10.26.2.166
2984,12:8c:1b:8b:d2:fb,-84,1741727786314,Unknown,37724,10.26.2.166
2985,44:5e:cd:0f:db:41,-67,1741727786785,Razer Stereo,36303,10.26.2.196
2986,44:5e:cd:0f:db:41,-65,1741727786679,Razer Stereo,36281,10.26.2.131
2987,63:ab:84:05:10:6f,-65,1741727786689,Unknown,36282,10.26.2.131
2988,79:9b:16:0b:1e:30,-60,1741727786696,Unknown,36283,10.26.2.131
2989,63:ab:84:05:10:6f,-60,1741727786791,Unknown,36304,10.26.2.196
2990,80:c3:ba:12:24:67,-70,1741727787087,Unknown,37225,10.26.2.134
2991,63:ab:84:05:10:6f,-62,1741727786415,Unknown,37725,10.26.2.166
2992,77:bc:a9:66:ff:e2,-74,1741727787096,Unknown,37226,10.26.2.134
2993,63:ab:84:05:10:6f,-60,1741727786791,Unknown,36304,10.26.2.196
2994,44:5e:cd:0f:db:41,-60,1741727787098,Razer Stereo,37227,10.26.2.134
2995,80:c3:ba:12:24:67,-65,1741727787113,Unknown,36420,10.26.2.133
2996,0d:a9:71:38:df:68,-89,1741727786419,Unknown,37726,10.26.2.166
2997,77:bc:a9:66:ff:e2,-64,1741727787115,Unknown,36421,10.26.2.133
2998,39:ed:c3:aa:06:c4,-87,1741727787117,Unknown,36422,10.26.2.133
2999,61:05:61:7a:46:0c,-82,1741727786700,Unknown,36284,10.26.2.131
3000,4c:4f:28:51:aa:5c,-60,1741727787121,Unknown,36423,10.26.2.133
3001,63:ab:84:05:10:6f,-57,1741727787115,Unknown,37228,10.26.2.134
3002,44:5e:cd:0f:db:41,-71,1741727787129,Razer Stereo,36424,10.26.2.133
3003,63:ab:84:05:10:6f,-54,1741727787130,Unknown,36425,10.26.2.133
3004,79:9b:16:0b:1e:30,-61,1741727787122,Unknown,37229,10.26.2.134
3005,61:05:61:7a:46:0c,-72,1741727787125,Unknown,37230,10.26.2.134
3006,79:9b:16:0b:1e:30,-70,1741727787221,Unknown,36426,10.26.2.133
3007,80:c3:ba:12:24:13,-73,1741727787223,SW02,36427,10.26.2.133
3008,2a:bd:62:8e:84:bf,-82,1741727787231,Unknown,36428,10.26.2.133
3009,64:cf:04:a3:1c:31,-90,1741727786523,Unknown,37727,10.26.2.166
3010,58:bc:2f:43:e2:89,-70,1741727787238,Unknown,36429,10.26.2.133
3011,79:9b:16:0b:1e:30,-68,1741727786884,Unknown,36305,10.26.2.196
3012,80:c3:ba:12:24:13,-73,1741727787223,SW02,36427,10.26.2.133
3013,64:cf:04:a3:1c:31,-90,1741727786523,Unknown,37727,10.26.2.166
3014,80:c3:ba:12:24:13,-72,1741727787196,SW02,37231,10.26.2.134
3015,2a:bd:62:8e:84:bf,-82,1741727787231,Unknown,36428,10.26.2.133
3016,58:bc:2f:43:e2:89,-78,1741727787213,Unknown,37232,10.26.2.134
3017,58:bc:2f:43:e2:89,-69,1741727786525,Unknown,37728,10.26.2.166
3018,58:bc:2f:43:e2:89,-70,1741727787238,Unknown,36429,10.26.2.133
3019,12:8c:1b:8b:d2:fb,-84,1741727787215,Unknown,37233,10.26.2.134
3020,79:9b:16:0b:1e:30,-68,1741727786884,Unknown,36305,10.26.2.196
3021,80:c3:ba:12:24:13,-72,1741727787196,SW02,37231,10.26.2.134
3022,58:bc:2f:43:e2:89,-69,1741727786525,Unknown,37728,10.26.2.166
3023,58:bc:2f:43:e2:89,-78,1741727787213,Unknown,37232,10.26.2.134
3024,12:8c:1b:8b:d2:fb,-84,1741727787215,Unknown,37233,10.26.2.134
3025,7d:ef:fe:22:87:51,-64,1741727786994,Unknown,36306,10.26.2.196
3026,58:05:a3:6a:29:2f,-86,1741727787293,Unknown,37234,10.26.2.134
3027,a8:a2:37:7c:50:11,-86,1741727787297,Unknown,37235,10.26.2.134
3028,39:ed:c3:aa:06:c4,-85,1741727787303,Unknown,37236,10.26.2.134
3029,28:62:7f:db:04:6c,-87,1741727786868,Unknown,36285,10.26.2.131
3030,7f:5c:7c:60:b2:fa,-79,1741727786995,Unknown,36307,10.26.2.196
3031,4e:44:92:b9:90:45,-69,1741727787006,Unknown,36308,10.26.2.196
3032,79:92:7e:cb:3f:eb,-73,1741727787009,Unknown,36309,10.26.2.196
3033,4e:44:92:b9:90:45,-69,1741727787006,Unknown,36308,10.26.2.196
3034,7d:ef:fe:22:87:51,-56,1741727787306,Unknown,37237,10.26.2.134
3035,c1:06:9c:02:4d:2d,-87,1741727787316,Unknown,36430,10.26.2.133
3036,7f:5c:7c:60:b2:fa,-82,1741727786883,Unknown,36286,10.26.2.131
3037,28:62:7f:db:04:6c,-85,1741727787319,Unknown,36431,10.26.2.133
3038,7d:ef:fe:22:87:51,-65,1741727787328,Unknown,36432,10.26.2.133
3039,68:27:37:05:4c:cd,-87,1741727787317,Unknown,37238,10.26.2.134
3040,4e:44:92:b9:90:45,-77,1741727787343,Unknown,36433,10.26.2.133
3041,4e:44:92:b9:90:45,-85,1741727786896,Unknown,36287,10.26.2.131
3042,79:92:7e:cb:3f:eb,-65,1741727787346,Unknown,36434,10.26.2.133
3043,5b:c6:bf:32:be:cc,-61,1741727787348,Unknown,36435,10.26.2.133
3044,4e:44:92:b9:90:45,-72,1741727787320,Unknown,37239,10.26.2.134
3045,7d:ef:fe:22:87:51,-67,1741727786615,Unknown,37729,10.26.2.166
3046,79:92:7e:cb:3f:eb,-56,1741727787323,Unknown,37240,10.26.2.134
3047,4e:44:92:b9:90:45,-68,1741727786629,Unknown,37730,10.26.2.166
3048,5b:c6:bf:32:be:cc,-60,1741727787325,Unknown,37241,10.26.2.134
3049,79:92:7e:cb:3f:eb,-68,1741727786632,Unknown,37731,10.26.2.166
3050,23:ec:9c:a8:32:7b,-82,1741727787329,Unknown,37242,10.26.2.134
3051,5b:c6:bf:32:be:cc,-65,1741727786634,Unknown,37732,10.26.2.166
3052,23:ec:9c:a8:32:7b,-85,1741727786638,Unknown,37733,10.26.2.166
3053,4a:c7:8b:aa:9e:13,-64,1741727787411,Unknown,37243,10.26.2.134
3054,61:05:61:7a:46:0c,-51,1741727786703,Unknown,37734,10.26.2.166
3055,61:05:61:7a:46:0c,-68,1741727787417,Unknown,36436,10.26.2.133
3056,28:62:7f:db:04:6c,-83,1741727786707,Unknown,37735,10.26.2.166
3057,61:05:61:7a:46:0c,-65,1741727787080,Unknown,36310,10.26.2.196
3058,5a:e0:43:b4:79:2e,-75,1741727787426,Unknown,37244,10.26.2.134
3059,4a:c7:8b:aa:9e:13,-73,1741727786732,Unknown,37736,10.26.2.166
3060,2a:bd:62:8e:84:bf,-90,1741727786734,Unknown,37737,10.26.2.166
3061,4a:c7:8b:aa:9e:13,-75,1741727787448,Unknown,36437,10.26.2.133
3062,61:05:61:7a:46:0c,-65,1741727787080,Unknown,36310,10.26.2.196
3063,5a:e0:43:b4:79:2e,-75,1741727787426,Unknown,37244,10.26.2.134
3064,4a:c7:8b:aa:9e:13,-73,1741727786732,Unknown,37736,10.26.2.166
3065,2a:bd:62:8e:84:bf,-90,1741727786734,Unknown,37737,10.26.2.166
3066,4a:c7:8b:aa:9e:13,-75,1741727787448,Unknown,36437,10.26.2.133
3067,80:c3:ba:12:24:13,-71,1741727787190,Unknown,36311,10.26.2.196
3068,57:9a:5b:84:96:c1,-62,1741727787510,Unknown,37245,10.26.2.134
3069,53:18:3d:ff:31:f6,-65,1741727786822,Unknown,37738,10.26.2.166
3070,53:df:41:06:3b:b4,-61,1741727787514,Unknown,37246,10.26.2.134
3071,57:9a:5b:84:96:c1,-62,1741727787510,Unknown,37245,10.26.2.134
3072,53:18:3d:ff:31:f6,-65,1741727786822,Unknown,37738,10.26.2.166
3073,53:df:41:06:3b:b4,-61,1741727787514,Unknown,37246,10.26.2.134
3074,53:18:3d:ff:31:f6,-76,1741727787539,Unknown,36438,10.26.2.133
3075,79:92:7e:cb:3f:eb,-71,1741727787193,Unknown,36312,10.26.2.196
3076,65:cb:df:35:93:7a,-63,1741727787516,Unknown,37247,10.26.2.134
3077,6e:b6:12:49:04:9c,-85,1741727787525,Unknown,37248,10.26.2.134
3078,53:df:41:06:3b:b4,-70,1741727787542,Unknown,36439,10.26.2.133
3079,2d:33:0c:90:44:01,-86,1741727787197,Unknown,36313,10.26.2.196
3080,53:18:3d:ff:31:f6,-57,1741727787198,Unknown,36314,10.26.2.196
3081,49:cd:60:a6:b1:c5,-57,1741727787526,Unknown,37249,10.26.2.134
3082,65:cb:df:35:93:7a,-60,1741727787202,Unknown,36315,10.26.2.196
3083,38:68:a4:a1:6f:8f,-88,1741727787207,Unknown,36316,10.26.2.196
3084,80:c3:ba:12:24:67,-71,1741727787213,Unknown,36317,10.26.2.196
3085,53:df:41:06:3b:b4,-70,1741727786825,Unknown,37739,10.26.2.166
3086,12:8c:1b:8b:d2:fb,-88,1741727787215,Unknown,36318,10.26.2.196
3087,65:cb:df:35:93:7a,-78,1741727787543,Unknown,36440,10.26.2.133
3088,49:cd:60:a6:b1:c5,-78,1741727787551,Unknown,36441,10.26.2.133
3089,4e:44:92:b9:90:45,-69,1741727787284,Unknown,36319,10.26.2.196
3090,6b:39:48:3c:55:5b,-76,1741727787315,Unknown,36320,10.26.2.196
3091,53:c7:96:20:10:c3,-68,1741727787604,Unknown,37250,10.26.2.134
3092,79:03:7c:09:8f:9c,-68,1741727787627,Unknown,36442,10.26.2.133
3093,6b:39:48:3c:55:5b,-66,1741727787607,Unknown,37251,10.26.2.134
3094,4c:13:81:7b:36:5e,-88,1741727787620,Unknown,37252,10.26.2.134
3095,5a:e0:43:b4:79:2e,-66,1741727787054,Unknown,36288,10.26.2.131
3096,65:cb:df:35:93:7a,-66,1741727786826,Unknown,37740,10.26.2.166
3097,4c:4f:28:51:aa:5c,-68,1741727787059,Unknown,36289,10.26.2.131
3098,49:cd:60:a6:b1:c5,-67,1741727786834,Unknown,37741,10.26.2.166
3099,53:df:41:06:3b:b4,-63,1741727787400,Unknown,36321,10.26.2.196
3100,79:03:7c:09:8f:9c,-69,1741727787713,Unknown,37253,10.26.2.134
3101,79:03:7c:09:8f:9c,-60,1741727787402,Unknown,36322,10.26.2.196
3102,79:03:7c:09:8f:9c,-69,1741727787713,Unknown,37253,10.26.2.134
3103,53:c7:96:20:10:c3,-84,1741727786842,Unknown,37742,10.26.2.166
3104,44:5e:cd:0f:db:41,-60,1741727787062,Razer Stereo,36290,10.26.2.131
3105,79:03:7c:09:8f:9c,-60,1741727786906,Unknown,37743,10.26.2.166
3106,44:27:45:89:45:3b,-88,1741727787064,[LG] webOS TV OLED83G4WUA,36291,10.26.2.131
3107,7f:5c:7c:60:b2:fa,-86,1741727787067,Unknown,36292,10.26.2.131
3108,80:c3:ba:12:24:13,-69,1741727787079,Unknown,36293,10.26.2.131
3109,79:92:7e:cb:3f:eb,-67,1741727787080,Unknown,36294,10.26.2.131
3110,6b:39:48:3c:55:5b,-73,1741727787007,Unknown,37744,10.26.2.166
3111,2b:87:2f:f0:b2:a8,-90,1741727787025,Unknown,37745,10.26.2.166
3112,53:18:3d:ff:31:f6,-61,1741727787089,Unknown,36295,10.26.2.131
3113,53:df:41:06:3b:b4,-78,1741727787091,Unknown,36296,10.26.2.131
3114,65:cb:df:35:93:7a,-61,1741727787093,Unknown,36297,10.26.2.131
3115,53:c7:96:20:10:c3,-72,1741727787108,Unknown,36298,10.26.2.131
3116,79:03:7c:09:8f:9c,-68,1741727787109,Unknown,36299,10.26.2.131
3117,51:02:11:6a:65:e4,-82,1741727787153,Unknown,36300,10.26.2.131
3118,7d:ef:fe:22:87:51,-57,1741727787155,Unknown,36301,10.26.2.131
3119,41:88:49:13:56:ce,-61,1741727787164,Unknown,36302,10.26.2.131
3120,58:bc:2f:43:e2:89,-69,1741727787166,Unknown,36303,10.26.2.131
3121,57:58:9d:76:05:c3,-86,1741727787522,Unknown,36323,10.26.2.196
3122,57:58:9d:76:05:c3,-69,1741727787145,Unknown,37746,10.26.2.166
3123,40:bb:ce:a2:7b:fe,-79,1741727787836,3d0dc6dc,36443,10.26.2.133
3124,44:27:45:89:45:3b,-88,1741727787847,Unknown,36444,10.26.2.133
3125,57:58:9d:76:05:c3,-86,1741727787522,Unknown,36323,10.26.2.196
3126,57:58:9d:76:05:c3,-69,1741727787145,Unknown,37746,10.26.2.166
3127,40:bb:ce:a2:7b:fe,-79,1741727787836,3d0dc6dc,36443,10.26.2.133
3128,44:27:45:89:45:3b,-88,1741727787847,Unknown,36444,10.26.2.133
3129,57:58:9d:76:05:c3,-63,1741727787849,Unknown,36445,10.26.2.133
3130,6b:39:48:3c:55:5b,-62,1741727787180,Unknown,36304,10.26.2.131
3131,57:58:9d:76:05:c3,-57,1741727787822,Unknown,37254,10.26.2.134
3132,4c:4f:28:51:aa:5c,-57,1741727787525,Unknown,36324,10.26.2.196
3133,4c:4f:28:51:aa:5c,-61,1741727787836,Unknown,37255,10.26.2.134
3134,39:ed:c3:aa:06:c4,-82,1741727787308,Unknown,36305,10.26.2.131
3135,57:58:9d:76:05:c3,-79,1741727787411,Unknown,36306,10.26.2.131
3136,80:c3:ba:12:24:67,-73,1741727787413,Unknown,36307,10.26.2.131
3137,c1:06:9c:02:4d:2d,-82,1741727787919,Unknown,37256,10.26.2.134
3138,40:e0:82:56:b4:ca,-53,1741727787930,Unknown,37257,10.26.2.134
3139,c1:06:9c:02:4d:2d,-81,1741727787606,Unknown,36325,10.26.2.196
